"Rooms","Type","Price","Distance","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
5,"h",3300000,9.2,4,2,760,477,2015,"Boroondara City Council",-37.7907,145.0907,"Southern Metropolitan","7809"
4,"h",1900000,9.2,2,2,642,215,1955,"Boroondara City Council",-37.7988,145.0726,"Southern Metropolitan","7809"
3,"h",2251000,9.2,1,2,888,137,1950,"Boroondara City Council",-37.8002,145.0949,"Southern Metropolitan","7809"
4,"h",2205000,9.2,2,2,750,214,1950,"Boroondara City Council",-37.7906,145.0788,"Southern Metropolitan","7809"
3,"h",1265000,9.2,2,1,347,160,2011,"Boroondara City Council",-37.7947,145.1035,"Southern Metropolitan","7809"
2,"h",1550000,13,1,4,730,180.310739837905,1947.71325371763,"Glen Eira City Council",-37.9207,145.0479,"Southern Metropolitan","6795"
4,"h",1420000,13,1,4,786,173.382195628347,1950.42799471281,"Glen Eira City Council",-37.9305,145.0449,"Southern Metropolitan","6795"
3,"h",1425000,13,2,2,613,143,1960,"Glen Eira City Council",-37.9311,145.0428,"Southern Metropolitan","6795"
2,"t",851000,13,1,1,140,250,1970,"Glen Eira City Council",-37.9204,145.0443,"Southern Metropolitan","6795"
2,"u",746000,13.9,1,2,281,95,2002,"Glen Eira City Council",-37.9255,145.0796,"Southern Metropolitan","10969"
1,"u",580000,13.9,1,1,105,117.312434366947,1984.94972671544,"Glen Eira City Council",-37.9181,145.0586,"Southern Metropolitan","10969"
5,"h",1275000,13.9,2,2,683,190,1960,"Glen Eira City Council",-37.9333,145.0602,"Southern Metropolitan","10969"
3,"h",1206000,13.9,1,2,603,164.527447280248,1956.25678588156,"Glen Eira City Council",-37.9155,145.0723,"Southern Metropolitan","10969"
4,"h",1830000,11.2,2,2,436,200.618274392086,1945.06112595073,"Bayside City Council",-37.8927,145.0005,"Southern Metropolitan","10579"
4,"h",3695000,11.2,3,2,836,284,1960,"Bayside City Council",-37.9071,144.9898,"Southern Metropolitan","10579"
2,"u",536000,11.2,1,2,0,70,1970,"Bayside City Council",-37.9081,145.0043,"Southern Metropolitan","10579"
4,"h",3700000,11.2,3,2,742,247,1900,"Bayside City Council",-37.914,144.9878,"Southern Metropolitan","10579"
4,"h",3775000,11.2,3,2,745,307.151610831634,1953.2192446378,"Bayside City Council",-37.9139,144.9878,"Southern Metropolitan","10579"
3,"h",1975000,11.2,1,2,432,122,1930,"Bayside City Council",-37.9172,144.996,"Southern Metropolitan","10579"
4,"h",1310000,10.7,3,2,618,213,2008,"Bayside City Council",-37.9162,145.0219,"Southern Metropolitan","6938"
2,"h",1250000,10.7,1,2,443,166.335630185263,1955.05298811665,"Bayside City Council",-37.9077,145.0229,"Southern Metropolitan","6938"
4,"h",2504000,10.7,2,2,674,183,1950,"Bayside City Council",-37.9022,145.0125,"Southern Metropolitan","6938"
2,"u",700000,10.7,1,1,0,132.994464272499,1979.56601589103,"Bayside City Council",-37.9195,145.0067,"Southern Metropolitan","6938"
2,"u",750000,10.7,1,3,305,137.820277821235,1970,"Bayside City Council",-37.9318,145.0293,"Southern Metropolitan","6938"
4,"h",1802500,5.2,3,1,238,93,1910,"Moreland City Council",-37.7713,144.9643,"Northern Metropolitan","11918"
4,"h",1500000,5.2,3,1,365,209,1890,"Moreland City Council",-37.7624,144.9671,"Northern Metropolitan","11918"
2,"u",320000,5.9,1,1,0,68.4715034679,1980,"Moreland City Council",-37.7514,144.9288,"Northern Metropolitan","7082"
3,"h",1190000,5.9,1,1,0,119,1920,"Moreland City Council",-37.7564,144.9422,"Northern Metropolitan","7082"
4,"h",1505000,11.8,3,2,410,177.741390855668,2012,"Manningham City Council",-37.7695,145.082,"Eastern Metropolitan","4480"
3,"h",1390000,11.7,1,2,697,172.003827795192,1951.11217094388,"Monash City Council",-37.851,145.1169,"Southern Metropolitan","5678"
3,"h",1300000,11.7,1,2,773,168.302363161832,1960,"Monash City Council",-37.8562,145.1104,"Southern Metropolitan","5678"
4,"h",1890000,11.7,2,2,1145,111,1960,"Monash City Council",-37.8538,145.127,"Southern Metropolitan","5678"
3,"u",1022500,11.7,2,2,265,130,2000,"Monash City Council",-37.8516,145.1056,"Southern Metropolitan","5678"
3,"h",1250000,11.7,1,1,662,166.335630185263,1955.05298811665,"Monash City Council",-37.8561,145.1054,"Southern Metropolitan","5678"
2,"u",1017000,7.8,1,2,0,155.336638525339,1940,"Boroondara City Council",-37.8231,145.0585,"Southern Metropolitan","8920"
2,"u",729000,7.8,1,1,137,87,1970,"Boroondara City Council",-37.8459,145.088,"Southern Metropolitan","8920"
5,"h",2600000,7.8,4,1,708,348,1940,"Boroondara City Council",-37.8386,145.067,"Southern Metropolitan","8920"
3,"h",1650000,7.8,2,2,305,189,1998,"Boroondara City Council",-37.8365,145.0802,"Southern Metropolitan","8920"
3,"h",1587500,9,1,1,459,130,1920,"Boroondara City Council",-37.8265,145.072,"Southern Metropolitan","3265"
2,"u",600000,11.4,1,1,73,61,1970,"Glen Eira City Council",-37.897,145.0593,"Southern Metropolitan","7822"
3,"h",1295000,11.4,1,2,425,166,1960,"Glen Eira City Council",-37.8876,145.0502,"Southern Metropolitan","7822"
4,"h",1275000,11.4,2,0,365,167.330759884811,1919,"Glen Eira City Council",-37.8877,145.0507,"Southern Metropolitan","7822"
3,"h",1620000,11.4,1,1,808,184.682934877218,1946.51613021606,"Glen Eira City Council",-37.8982,145.0461,"Southern Metropolitan","7822"
4,"t",1600000,8.9,3,2,812,183.382816697809,1946.80982853406,"Glen Eira City Council",-37.8864,145.0326,"Southern Metropolitan","2379"
5,"h",1665000,8.9,2,2,593,187.763160710727,1946.00237729635,"Glen Eira City Council",-37.8849,145.0341,"Southern Metropolitan","2379"
3,"h",1460000,9.3,1,2,451,121,1960,"Glen Eira City Council",-37.8874,145.019,"Southern Metropolitan","5051"
1,"u",275500,9.3,1,1,0,44,1960,"Glen Eira City Council",-37.8961,145.0132,"Southern Metropolitan","5051"
4,"h",1507000,13.6,2,2,600,177.851976962132,1948.59446762038,"Monash City Council",-37.8891,145.1002,"Southern Metropolitan","3582"
3,"h",680000,7.8,1,0,702,108,1950,"Darebin City Council",-37.7391,144.9812,"Northern Metropolitan","11204"
4,"h",1221000,7.8,1,2,596,165.151166887482,1955.87050852524,"Darebin City Council",-37.7456,144.9696,"Northern Metropolitan","11204"
2,"t",807000,7.8,2,1,0,176,2010,"Darebin City Council",-37.7546,144.9713,"Northern Metropolitan","11204"
3,"h",790000,7.8,1,2,371,141.063942795597,1973.61687800171,"Darebin City Council",-37.7435,144.9507,"Northern Metropolitan","11204"
4,"h",955000,7.8,2,1,295,151.840791360972,1963.79397851695,"Darebin City Council",-37.7374,144.9617,"Northern Metropolitan","11204"
4,"h",895000,9.2,2,2,661,148.192223312919,1966.99495195442,"Darebin City Council",-37.7246,144.9828,"Northern Metropolitan","3445"
3,"h",655000,9.2,1,0,404,98,1950,"Darebin City Council",-37.7305,144.9803,"Northern Metropolitan","3445"
3,"h",1260000,1.6,1,0,167,166.736789334966,1900,"Yarra City Council",-37.7962,144.9866,"Northern Metropolitan","4553"
3,"h",1403000,13.9,1,4,727,123,1970,"Manningham City Council",-37.7942,145.1218,"Eastern Metropolitan","9028"
4,"h",1408000,13.9,2,0,725,172.821725048699,1950.69733115058,"Manningham City Council",-37.7891,145.1073,"Eastern Metropolitan","9028"
4,"t",855000,13.9,2,2,242,145.616902395759,1969.37581593544,"Manningham City Council",-37.7915,145.1258,"Eastern Metropolitan","9028"
3,"h",1450000,13.9,1,1,638,115,1970,"Manningham City Council",-37.7912,145.1248,"Eastern Metropolitan","9028"
5,"h",1461800,13.9,2,2,660,175.43871778865,1949.5338324014,"Manningham City Council",-37.7791,145.1328,"Eastern Metropolitan","9028"
4,"h",1396000,13.9,1,2,658,138,1975,"Manningham City Council",-37.7827,145.1358,"Eastern Metropolitan","9028"
3,"h",1625000,8.5,2,2,447,181,1920,"Glen Eira City Council",-37.8912,145.0138,"Southern Metropolitan","4898"
2,"h",906000,8.5,1,1,221,148.882466157889,1966.37909658786,"Glen Eira City Council",-37.8829,145.0129,"Southern Metropolitan","4898"
4,"h",1100000,8.5,2,0,147,159,1910,"Glen Eira City Council",-37.8852,144.9997,"Southern Metropolitan","4898"
1,"u",392500,7.7,1,0,0,82.9431123979688,1982.67871248794,"Port Phillip City Council",-37.882,144.9785,"Southern Metropolitan","8989"
2,"u",507000,7.7,1,1,0,79,1970,"Port Phillip City Council",-37.8752,144.9911,"Southern Metropolitan","8989"
2,"u",525000,7.7,1,1,553,83,1960,"Port Phillip City Council",-37.8802,144.9942,"Southern Metropolitan","8989"
3,"h",2116000,7.7,1,2,463,224.955502946356,1944.74359970678,"Port Phillip City Council",-37.8787,144.985,"Southern Metropolitan","8989"
2,"u",750000,7.7,1,1,0,71,1930,"Port Phillip City Council",-37.8791,144.9923,"Southern Metropolitan","8989"
1,"u",510000,7.7,1,1,0,60,2001,"Port Phillip City Council",-37.8857,144.9884,"Southern Metropolitan","8989"
2,"u",599999,7.7,1,0,0,120.348780397069,1984.36695735905,"Port Phillip City Council",-37.8808,144.9847,"Southern Metropolitan","8989"
1,"u",300000,7.7,1,0,0,33,1930,"Port Phillip City Council",-37.8749,144.9842,"Southern Metropolitan","8989"
3,"h",980000,8,1,1,445,153.277221240253,1962.59696872971,"Moonee Valley City Council",-37.7505,144.8934,"Western Metropolitan","9264"
3,"h",1295000,8,1,3,688,105,1930,"Moonee Valley City Council",-37.7578,144.9317,"Western Metropolitan","9264"
4,"h",1900000,8,1,2,733,206.505768150337,1945.15747726847,"Moonee Valley City Council",-37.7587,144.91,"Western Metropolitan","9264"
2,"t",595000,8,1,2,752,89,1990,"Moonee Valley City Council",-37.7553,144.9302,"Western Metropolitan","9264"
3,"h",1350000,5.8,1,2,309,110,2000,"Darebin City Council",-37.7828,145.0154,"Northern Metropolitan","2970"
2,"u",365000,4.4,1,1,0,60,1970,"Melbourne City Council",-37.7833,144.9255,"Northern Metropolitan","3593"
4,"h",1225000,6.4,2,1,319,130,1915,"Maribyrnong City Council",-37.7943,144.8875,"Western Metropolitan","7570"
2,"u",431000,6.4,1,1,0,90.5417226052365,1984.33687367869,"Maribyrnong City Council",-37.7963,144.8853,"Western Metropolitan","7570"
3,"h",1003000,6.4,1,1,292,98,1900,"Maribyrnong City Council",-37.797,144.9051,"Western Metropolitan","7570"
3,"h",840000,6.4,1,0,164,93,1900,"Maribyrnong City Council",-37.7959,144.8863,"Western Metropolitan","7570"
3,"h",1362000,6.4,2,0,497,156,1890,"Maribyrnong City Council",-37.7958,144.9024,"Western Metropolitan","7570"
4,"h",977000,6.4,2,1,154,161,2007,"Maribyrnong City Council",-37.7983,144.8911,"Western Metropolitan","7570"
4,"h",1800000,9.2,2,2,868,217,1930,"Boroondara City Council",-37.8522,145.0893,"Southern Metropolitan","10412"
4,"h",1998000,9.2,2,1,739,183,2002,"Boroondara City Council",-37.8513,145.0601,"Southern Metropolitan","10412"
3,"h",610000,13,1,3,640,144,1960,"Moreland City Council",-37.6979,144.9335,"Northern Metropolitan","8870"
3,"t",555000,13,2,2,244,3,1985.459095397,"Moreland City Council",-37.6969,144.9299,"Northern Metropolitan","8870"
3,"h",500000,13,1,1,336,103.66235967977,1985.73915275845,"Moreland City Council",-37.7088,144.9356,"Northern Metropolitan","8870"
3,"h",806500,13,1,2,766,127,1965,"Moreland City Council",-37.6988,144.9372,"Northern Metropolitan","8870"
5,"h",1150000,13,3,2,700,162.075684188373,1957.52544522097,"Moreland City Council",-37.7095,144.9253,"Northern Metropolitan","8870"
2,"h",610000,12.1,1,1,394,98,1950,"Moreland City Council",-37.7153,144.9507,"Northern Metropolitan","2606"
3,"h",630000,12.1,1,1,604,112,1970,"Moreland City Council",-37.7124,144.9514,"Northern Metropolitan","2606"
4,"h",870000,12.1,3,5,591,268,2010,"Moreland City Council",-37.7127,144.9489,"Northern Metropolitan","2606"
4,"h",2140000,13.7,2,3,688,187,1925,"Bayside City Council",-37.9319,145.0173,"Southern Metropolitan","5454"
4,"h",1600000,13.7,2,2,607,242,2011,"Bayside City Council",-37.9324,145.0235,"Southern Metropolitan","5454"
3,"t",2200000,13.7,2,3,1402,232.221560603235,1943.08528789357,"Bayside City Council",-37.9347,144.9963,"Southern Metropolitan","5454"
3,"h",1003500,13.7,1,2,289,109,1998,"Bayside City Council",-37.9338,145.0226,"Southern Metropolitan","5454"
2,"u",802000,13.7,1,1,0,85,1965,"Bayside City Council",-37.939,145.0137,"Southern Metropolitan","5454"
4,"t",1500000,13.7,1,1,692,177.466395198926,1948.74118532971,"Bayside City Council",-37.9386,145.0055,"Southern Metropolitan","5454"
4,"h",1686500,13.7,2,2,664,189.308090750145,1945.8102531141,"Bayside City Council",-37.9394,145.0099,"Southern Metropolitan","5454"
3,"h",5100000,4.6,2,3,1038,354.404348371989,1932.28468596196,"Boroondara City Council",-37.8332,145.0366,"Southern Metropolitan","11308"
4,"h",2670000,4.6,2,1,336,235,1905,"Boroondara City Council",-37.8183,145.0371,"Southern Metropolitan","11308"
3,"h",1480000,4.6,1,0,228,116,1949.15809771706,"Boroondara City Council",-37.8157,145.0263,"Southern Metropolitan","11308"
1,"u",348000,4.6,1,1,0,53,1950,"Boroondara City Council",-37.8303,145.0341,"Southern Metropolitan","11308"
1,"u",320000,4.6,1,0,0,68.4715034679,1978.52461048986,"Boroondara City Council",-37.8235,145.0258,"Southern Metropolitan","11308"
3,"u",1189000,4.6,1,1,181,122,1969,"Boroondara City Council",-37.8243,145.0328,"Southern Metropolitan","11308"
3,"h",560000,9.4,1,1,523,87,1960,"Banyule City Council",-37.7369,145.0376,"Eastern Metropolitan","2674"
2,"h",735000,9.4,1,3,602,136.47015842605,1977.32911354412,"Banyule City Council",-37.7455,145.0452,"Eastern Metropolitan","2674"
3,"h",1340000,13,1,1,705,128,1920,"Monash City Council",-37.8994,145.0816,"Southern Metropolitan","3145"
2,"u",430000,7.9,1,1,0,90.3461315324468,1970,"Banyule City Council",-37.7662,145.0516,"Eastern Metropolitan","5549"
1,"u",460000,7.9,1,0,75,96.1575438683216,1970,"Banyule City Council",-37.7759,145.043,"Eastern Metropolitan","5549"
4,"h",1601000,7.9,3,2,610,183.446817236864,1946.79404908337,"Banyule City Council",-37.7662,145.04,"Eastern Metropolitan","5549"
4,"h",740000,15,2,2,558,136.929258945795,1976.994530534,"Brimbank City Council",-37.7311,144.8257,"Western Metropolitan","1202"
3,"t",770000,12.8,2,1,331,201,2010,"Brimbank City Council",-37.7325,144.8621,"Western Metropolitan","5629"
3,"t",480000,12.8,2,1,184,99.9521661021081,2012,"Brimbank City Council",-37.7424,144.8639,"Western Metropolitan","5629"
3,"h",590000,12.8,1,2,610,118.85173943254,1974,"Brimbank City Council",-37.7455,144.8484,"Western Metropolitan","5629"
4,"h",900000,12.8,2,1,289,125,2011,"Brimbank City Council",-37.7506,144.8689,"Western Metropolitan","5629"
2,"h",775000,4.2,1,0,150,139.901330534957,1974.62259256758,"Melbourne City Council",-37.7963,144.935,"Northern Metropolitan","5263"
2,"u",562500,5.6,2,1,0,114.520163444474,1985.3319206708,"Boroondara City Council",-37.8099,145.0606,"Southern Metropolitan","10331"
2,"u",520000,5.6,1,1,0,12,1985.77153529747,"Boroondara City Council",-37.804,145.0347,"Southern Metropolitan","10331"
5,"h",4350000,5.6,3,2,853,327.210664857428,1930,"Boroondara City Council",-37.8151,145.0555,"Southern Metropolitan","10331"
2,"u",275000,9.2,1,1,1972,63,1960,"Maribyrnong City Council",-37.7863,144.8769,"Western Metropolitan","3873"
2,"h",711000,9.2,1,0,163,69,1920,"Maribyrnong City Council",-37.789,144.8813,"Western Metropolitan","3873"
3,"t",640000,9.2,2,2,214,125.909558303256,1982.78599104089,"Maribyrnong City Council",-37.7806,144.8714,"Western Metropolitan","3873"
3,"u",980000,11.2,1,2,317,153.277221240253,1940,"Stonnington City Council",-37.8832,145.0779,"Southern Metropolitan","8801"
4,"h",2400000,11.2,2,2,758,249.770497824577,1941.59872511093,"Stonnington City Council",-37.8757,145.0518,"Southern Metropolitan","8801"
4,"h",2355000,11.2,2,3,0,223,1915,"Stonnington City Council",-37.8755,145.0523,"Southern Metropolitan","8801"
2,"h",1036000,11.2,1,1,310,102,1910,"Stonnington City Council",-37.8717,145.0399,"Southern Metropolitan","8801"
4,"h",1301000,11.2,3,2,611,168.341054836373,1953.48382631114,"Stonnington City Council",-37.8724,145.0628,"Southern Metropolitan","8801"
3,"h",2273000,11.2,3,1,376,254,1930,"Stonnington City Council",-37.8727,145.0458,"Southern Metropolitan","8801"
5,"h",2350000,11.2,2,2,567,327,1915,"Stonnington City Council",-37.8786,145.0495,"Southern Metropolitan","8801"
3,"h",870000,8.7,2,2,392,146.595530006513,1968.45600648403,"Maribyrnong City Council",-37.774,144.8744,"Western Metropolitan","4918"
2,"u",635000,8.7,2,1,0,125.251758306302,1983.01045344575,"Maribyrnong City Council",-37.7865,144.9008,"Western Metropolitan","4918"
3,"h",975000,8.7,1,2,597,154,1970,"Maribyrnong City Council",-37.763,144.8877,"Western Metropolitan","4918"
1,"u",427000,2.8,1,0,0,89.7586836317056,1984.19226813903,"Melbourne City Council",-37.8111,144.9715,"Northern Metropolitan","17496"
3,"h",2350000,4.1,1,2,277,132,1900,"Port Phillip City Council",-37.8516,144.9624,"Southern Metropolitan","2019"
4,"h",1715000,6.9,2,3,668,191.425865161086,1945.58823247574,"Moonee Valley City Council",-37.7633,144.908,"Western Metropolitan","6232"
3,"h",1055000,6.9,2,2,0,189,2009,"Moonee Valley City Council",-37.7688,144.9054,"Western Metropolitan","6232"
2,"u",348000,6.9,1,1,0,63,2007,"Moonee Valley City Council",-37.7677,144.9221,"Western Metropolitan","6232"
4,"h",930000,14.6,3,2,443,4,1965.08141383885,"Kingston City Council",-37.9371,145.0578,"Southern Metropolitan","2555"
3,"h",1090000,14.6,2,2,784,160,1960,"Kingston City Council",-37.9368,145.0568,"Southern Metropolitan","2555"
4,"h",947500,14.6,2,2,609,16,1964.17205671906,"Kingston City Council",-37.9416,145.058,"Southern Metropolitan","2555"
3,"h",836000,14.6,1,4,695,165,1970,"Kingston City Council",-37.9364,145.0559,"Southern Metropolitan","2555"
3,"h",900000,8.4,2,2,194,176,2010,"Hobsons Bay City Council",-37.8395,144.8787,"Western Metropolitan","5498"
3,"t",962000,8.4,2,2,283,179,2011,"Hobsons Bay City Council",-37.8477,144.8753,"Western Metropolitan","5498"
3,"h",1020000,11.2,1,2,650,155.50056969723,1960.93996021346,"Moonee Valley City Council",-37.7423,144.8905,"Western Metropolitan","2291"
1,"h",1330000,11.2,1,1,846,169.476314145356,1952.63843219298,"Moonee Valley City Council",-37.7467,144.8872,"Western Metropolitan","2291"
4,"h",1126000,11.2,2,2,650,150,1960,"Moonee Valley City Council",-37.7429,144.888,"Western Metropolitan","2291"
2,"u",540000,2.3,1,1,0,65,1970,"Melbourne City Council",-37.7994,144.9464,"Northern Metropolitan","6821"
1,"u",340000,2.3,1,1,0,72.4669407453675,1979.74076794816,"Melbourne City Council",-37.7916,144.9443,"Northern Metropolitan","6821"
3,"u",647000,11.5,1,2,250,126.812733127251,1982.46004211331,"Moreland City Council",-37.7232,144.9148,"Northern Metropolitan","2651"
4,"h",865000,11.5,1,2,696,160,1955,"Moreland City Council",-37.7209,144.9158,"Northern Metropolitan","2651"
3,"h",981000,14.7,1,2,646,153.333847004196,1962.55130406484,"Kingston City Council",-37.9167,145.0855,"South-Eastern Metropolitan","3692"
3,"u",1360000,2.6,2,1,0,139,1951.84120615945,"Melbourne City Council",-37.7818,144.9576,"Northern Metropolitan","2309"
2,"h",915000,9.9,1,3,629,149.441123905162,1975,"Moreland City Council",-37.7312,144.9399,"Northern Metropolitan","7485"
4,"h",975000,9.9,1,1,733,159,1960,"Moreland City Council",-37.7194,144.9307,"Northern Metropolitan","7485"
